Notes offered by Prospectus (https://www.lendingclub.com/info/prospectus.action)
"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","is_inc_v","accept_d","exp_d","list_d","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","addr_city","addr_state","acc_now_delinq","acc_open_past_24mths","bc_open_to_buy","percent_bc_gt_75","bc_util","dti","delinq_2yrs","delinq_amnt","earliest_cr_line","fico_range_low","fico_range_high","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","mths_since_recent_inq","mths_since_recent_revol_delinq","mths_since_recent_bc","mort_acc","open_acc","pub_rec","total_bal_ex_mort","revol_bal","revol_util","total_bc_limit","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","last_fico_range_high","last_fico_range_low","total_il_high_credit_limit","num_rev_accts","mths_since_recent_bc_dlq","pub_rec_bankruptcies","num_accts_ever_120_pd","chargeoff_within_12_mths","collections_12_mths_ex_med","tax_liens","mths_since_last_major_derog","num_sats","num_tl_op_past_12m","mo_sin_rcnt_tl","tot_hi_cred_lim","tot_cur_bal","avg_cur_bal","num_bc_tl","num_actv_bc_tl","num_bc_sats","pct_tl_nvr_dlq","num_tl_90g_dpd_24m","num_tl_30dpd","num_tl_120dpd_2m","num_il_tl","mo_sin_old_il_acct","num_actv_rev_tl","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","total_rev_hi_lim","num_rev_tl_bal_gt_0","num_op_rev_tl","tot_coll_amt","policy_code"
"19686638","21909397","8000","8000","8000"," 36 months"," 11.67%","264.46","B","B4","truck driver","< 1 year","RENT","45000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19686638","","debt_consolidation","Debt consolidation","BELLEVIEW","FL","0","1","4403","33.3","58.1","13.87","1","0","1992-10-13 05:00","680","684","1","13","","4","","7","5","10","0","9893","7758","37.8%","10500","25","f","7624.86","7624.86","528.92","528.92","375.14","153.78","0.0","0.0","0.0","2014-08-22","264.46","2014-10-19","2014-08-21","664","660","16759","13","","0","2","0","0","0","13","10","1","7","37259","9893","1237","12","5","8","91.7","1","0","0","7","123","6","260","7","20500","6","9","0","1"
"19646620","21869361","20300","20300","20300"," 60 months"," 18.99%","526.49","E","E1","Master Sergeant","10+ years","MORTGAGE","77000","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-26","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19646620","","debt_consolidation","Debt consolidation","Raeford","NC","0","7","1274","75","80.4","21.6","1","0","1990-09-13 05:00","675","679","0","13","","16","75","12","1","10","0","66096","9454","55.6%","6500","28","f","19886.27","19886.27","1052.98","1052.98","413.73","639.25","0.0","0.0","0.0","2014-08-29","526.49","2014-09-26","2014-08-21","669","665","68921","11","","0","1","0","0","0","75","10","3","11","322909","294526","32725","7","3","5","92.9","0","0","0","14","131","5","285","11","17000","5","7","0","1"
"19666593","21889349","24000","24000","23975"," 36 months"," 12.49%","802.78","B","B5","Construction Project manager","1 year","OWN","110000","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19666593","","credit_card","Credit card refinancing","White Plains","NY","0","6","737","100","92.6","14.99","0","0","1949-06-13 04:00","670","674","0","66","66","8","","8","0","12","1","26978","10870","78.8%","9900","32","f","22888.28","22864.44","1605.56","1603.89","1111.72","493.84","0.0","0.0","0.0","2014-08-25","802.78","2014-10-20","2014-08-21","694","690","36741","24","","1","1","0","0","0","66","12","3","7","50541","26978","2698","13","4","4","96","0","0","0","7","134","7","780","8","13800","7","9","0","1"
"19566600","21789346","16500","16500","16500"," 36 months","  7.69%","514.7","A","A4","truck driver","4 years","MORTGAGE","117600","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19566600","","car","Car financing","douglas","GA","0","1","5012","0","13.6","5.86","0","0","1995-11-13 04:00","730","734","1","26","","4","26","123","0","6","0","10601","3369","24.2%","5800","25","w","15679.45","15679.45","1029.4","1029.40","820.55","208.85","0.0","0.0","0.0","2014-08-22","514.7","2014-10-19","2014-08-21","734","730","14499","14","48","0","1","0","0","0","45","6","1","4","28399","10601","1767","6","2","2","88","0","0","0","11","213","4","223","4","13900","4","5","0","1"
"19636626","21859377","9600","9600","9600"," 36 months","  6.03%","292.19","A","A1","First Grade Teacher","10+ years","MORTGAGE","125000","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19636626","","credit_card","Credit card refinancing","MELBOURNE","KY","0","7","4983","33.3","51.6","10.35","0","0","2002-08-13 05:00","780","784","2","","","3","","3","4","9","0","27796","5917","35.2%","10300","26","w","9110.87","9110.87","584.38","584.38","489.13","95.25","0.0","0.0","0.0","2014-08-22","292.19","2014-10-19","2014-08-21","804","800","43948","17","","0","0","0","0","0","","9","4","3","252748","195433","21715","12","2","3","100","0","0","0","5","142","3","139","3","16800","3","6","0","1"
"19596693","21819436","16000","16000","16000"," 60 months"," 14.49%","376.37","C","C4","Supervisor","10+ years","MORTGAGE","56000","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19596693","","credit_card","Credit card refinancing","WICHITA","KS","0","7","17537","55.6","46.2","21.96","0","0","1975-03-13 05:00","695","699","1","69","","4","75","4","0","19","0","24744","18962","45.1%","32600","33","w","15631.45","15631.45","752.74","752.74","368.55","384.19","0.0","0.0","0.0","2014-08-22","376.37","2014-10-19","2014-08-21","729","725","23023","23","75","0","1","0","0","0","69","19","2","4","65023","24744","1375","13","5","9","90.9","0","0","0","8","125","9","471","4","42000","9","16","0","1"
"19656688","21879427","9600","9600","9600"," 36 months"," 13.98%","328.02","C","C3","MSS CM","2 years","RENT","45000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19656688","","credit_card","Credit card refinancing","MIAMI","FL","0","10","1803","75","87.4","31.97","3","0","2003-09-13 05:00","660","664","2","10","","1","10","12","0","29","0","100964","15745","71.2%","14300","57","f","9165.12","9165.12","656.04","656.04","434.88","221.16","0.0","0.0","0.0","2014-08-22","328.02","2014-10-19","2014-08-21","694","690","86957","14","10","0","1","0","0","0","13","29","4","0","109057","100964","3482","6","4","4","91.1","1","0","0","43","128","9","129","0","22100","9","10","0","1"
"19566731","21789474","6000","6000","6000"," 60 months"," 16.29%","146.84","D","D2","Teacher","10+ years","MORTGAGE","65000","Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19566731","","credit_card","Credit card refinancing","REDDING","CA","0","8","3724","83.3","74.5","12.56","0","0","1996-10-13 05:00","665","669","0","73","65","8","73","8","5","10","1","30969","10876","71.6%","14600","35","w","5868.33","5868.33","293.68","293.68","131.67","162.01","0.0","0.0","0.0","2014-08-22","146.84","2014-10-19","2014-08-21","679","675","22872","17","73","1","1","0","0","0","73","10","5","7","222744","212096","21210","11","6","6","96.8","0","0","0","13","154","6","212","7","15200","6","8","0","1"
"19636666","21859413","15075","15075","15075"," 60 months"," 16.99%","374.58","D","D3","","n/a","MORTGAGE","37689","Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19636666","","debt_consolidation","Debt consolidation","CANYON LAKE","TX","0","2","11169","66.7","63.4","17.42","0","0","1991-02-13 04:00","665","669","1","","","5","","16","10","6","0","19331","19331","57%","30500","21","w","14750.43","14750.43","749.16","749.16","324.57","424.59","0.0","0.0","0.0","2014-08-28","374.58","2014-09-25","2014-08-21","739","735","0","9","","0","0","0","0","0","","6","0","16","232156","214025","35671","6","3","3","100","0","0","0","2","90","3","280","16","33900","3","5","750","1"
"19596587","21819338","15000","15000","15000"," 36 months"," 12.49%","501.74","B","B5","Natural Resource Specialist","5 years","RENT","71000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19596587","","debt_consolidation","Debt consolidation","RENO","NV","0","3","2358","50","83.4","18.8","0","0","1999-09-13 05:00","680","684","1","","83","3","","21","0","9","1","148549","11842","83.4%","14200","20","f","14305.17","14305.17","1003.48","1003.48","694.83","308.65","0.0","0.0","0.0","2014-08-22","501.74","2014-10-19","2014-08-21","734","730","134792","7","","1","0","0","0","0","","9","1","3","148992","148549","16505","7","4","4","100","0","0","0","13","177","4","166","21","14200","4","4","0","1"
"19636630","21859380","3600","3600","3600"," 36 months"," 14.49%","123.9","C","C4","Content Specalist","1 year","RENT","28000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19636630","","credit_card","Credit card refinancing","DALLAS","TX","0","7","2010","57.1","70.9","10.84","0","0","2010-10-13 05:00","660","664","1","","","2","","2","0","11","0","5930","5930","61.8%","6900","13","f","3438.17","3438.17","247.8","247.80","161.83","85.97","0.0","0.0","0.0","2014-08-22","123.9","2014-10-19","2014-08-21","679","675","0","13","","0","0","0","0","0","","11","2","2","9600","5930","539","9","5","7","100","0","0","0","0","","8","44","2","9600","8","11","0","1"
"19616423","21839179","12000","12000","12000"," 36 months","  9.17%","382.55","B","B1","Cost Accountant","4 years","RENT","56500","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19616423","","credit_card","Credit card refinancing","SPRINGDALE","PA","0","5","2430","75","86.6","25.54","0","0","2005-08-13 05:00","665","669","0","","","9","","10","0","13","0","59016","17588","68.2%","18200","21","f","11416.08","11416.08","765.1","765.10","583.92","181.18","0.0","0.0","0.0","2014-08-22","382.55","2014-10-19","2014-08-21","674","670","53006","5","","0","0","0","0","0","","13","3","3","78806","59016","4540","4","4","4","100","0","0","0","16","106","5","78","3","25800","5","5","0","1"
"19556605","21779351","10000","10000","10000"," 36 months"," 11.67%","330.57","B","B4","enlisted","6 years","MORTGAGE","46500","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19556605","","debt_consolidation","Debt consolidation","KILLEEN","TX","0","9","25199","0","24.1","29.28","0","0","1998-06-13 05:00","675","679","1","55","75","4","72","7","2","12","1","76790","8488","21.2%","33200","30","w","9531.09","9531.09","661.14","661.14","468.91","192.23","0.0","0.0","0.0","2014-08-22","330.57","2014-10-19","2014-08-21","694","690","93242","17","72","1","6","0","0","0","55","12","3","7","133242","76790","6399","13","5","5","75","0","0","0","11","110","6","192","7","40000","6","6","0","1"
"19686640","21909399","8000","8000","8000"," 36 months"," 10.15%","258.71","B","B2","Police officer","2 years","MORTGAGE","39000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19686640","","credit_card","Credit card refinancing","SAINT ALBANS","WV","0","7","1009","66.7","74.8","29.48","0","0","2007-08-13 05:00","700","704","0","","","11","","15","1","8","0","39856","7680","69.8%","4000","11","w","7616.30","7616.30","517.42","517.42","383.70","133.72","0.0","0.0","0.0","2014-08-22","258.71","2014-10-19","2014-08-21","739","735","39011","7","","0","0","0","0","0","","8","1","11","143888","130948","16369","4","3","3","100","0","0","0","3","76","5","82","15","11000","5","5","0","1"
"19586620","21809368","11500","11500","11500"," 60 months"," 17.57%","289.35","D","D4","","n/a","MORTGAGE","60000","Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19586620","","credit_card","Credit card refinancing","MESA","AZ","0","5","2360","83.3","87.2","20.26","0","0","2002-07-13 05:00","685","689","0","","","16","","7","5","11","0","48071","20441","87.7%","18500","19","f","11256.29","11256.29","578.7","578.70","243.71","334.99","0.0","0.0","0.0","2014-08-22","289.35","2014-10-19","2014-08-21","684","680","33567","11","","0","0","0","0","0","","11","1","7","248867","223924","20357","6","6","6","100","0","0","0","3","143","9","43","7","23300","9","9","0","1"
"19586631","21809378","17500","17500","17500"," 36 months","  7.69%","545.89","A","A4","Lead analyst","3 years","MORTGAGE","88512","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19586631","","debt_consolidation","Debt consolidation","SATELLITE BEACH","FL","0","4","6870","33.3","37.5","11.32","0","0","2001-10-13 05:00","700","704","0","29","","9","","5","6","8","0","38639","5438","36.7%","11000","23","f","16629.73","16629.73","1091.78","1091.78","870.27","221.51","0.0","0.0","0.0","2014-08-22","545.89","2014-10-19","2014-08-21","759","755","38214","9","","0","0","0","0","0","","8","2","5","269014","232137","29017","7","2","3","87","0","0","0","8","137","3","152","5","14800","3","5","0","1"
"19576594","21799339","19550","19550","19550"," 36 months","  9.17%","623.24","B","B1","Technical Support Engineer","< 1 year","MORTGAGE","88000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19576594","","debt_consolidation","Debt consolidation","Thornton","CO","0","2","4","100","99.9","9.35","0","0","2003-01-13 04:00","730","734","1","","","6","","25","2","3","0","15750","7796","99.9%","7800","10","w","18598.69","18598.69","1246.48","1246.48","951.31","295.17","0.0","0.0","0.0","2014-08-22","623.24","2014-10-19","2014-08-21","729","725","15494","4","","0","0","0","0","0","","3","0","16","206044","187809","62603","3","1","1","100","0","0","0","4","129","1","137","16","7800","1","1","0","1"
"19586737","21809479","13000","13000","13000"," 36 months"," 12.49%","434.84","B","B5","Training Manager","2 years","MORTGAGE","100000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19586737","","debt_consolidation","Debt consolidation","GOLDSBORO","NC","0","4","3631","40","50.3","13.86","0","0","2003-07-13 05:00","665","669","0","74","76","8","74","10","4","15","1","97942","3669","50.3%","7300","26","f","12397.82","12397.82","869.68","869.68","602.18","267.50","0.0","0.0","0.0","2014-08-28","434.84","2014-09-24","2014-08-21","674","670","100698","10","76","1","2","0","0","0","74","15","3","5","323771","304220","20281","7","3","5","92.3","0","0","0","12","104","3","106","10","7300","3","5","0","1"
"19606711","21829451","26000","26000","26000"," 36 months","  7.12%","804.24","A","A3","Engagement Manager","2 years","MORTGAGE","165000","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19606711","","credit_card","Credit card refinancing","FLOWER MOUND","TX","0","5","23237","12.5","52.6","7.65","0","0","1981-07-13 05:00","720","724","0","","","7","","4","4","17","0","62715","31609","44.7%","49000","29","w","24696.20","24696.20","1608.48","1608.48","1303.80","304.68","0.0","0.0","0.0","2014-08-22","804.24","2014-10-19","2014-08-21","804","800","38630","19","","0","0","0","0","0","","17","4","1","249330","190998","12733","11","7","9","100","0","0","0","6","155","9","395","1","70700","9","13","0","1"
"19666637","21889389","16500","16500","16500"," 60 months"," 16.99%","409.98","D","D3","Accounting Manager","< 1 year","MORTGAGE","65000","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-25","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19666637","","debt_consolidation","Debt consolidation","Anaheim","CA","0","2","496","100","92.9","16.41","0","0","1998-08-13 05:00","660","664","0","58","41","","","25","6","6","1","36758","7591","75.2%","7000","34","w","16144.77","16144.77","819.96","819.96","355.23","464.73","0.0","0.0","0.0","2014-08-28","409.98","2014-09-25","2014-08-21","679","675","36936","21","","1","0","0","0","0","","6","2","7","47036","36758","6126","12","2","2","96.2","0","0","0","6","125","4","190","7","10100","4","5","129","1"
"19646672","21869411","13200","13200","13200"," 60 months"," 25.80%","393.66","G","G1","Accreditation Coordinator","10+ years","MORTGAGE","40582","Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19646672","","debt_consolidation","Debt consolidation","CLAYTON","NC","0","6","0","100","100.2","26.71","0","0","1998-02-13 04:00","685","689","2","","","0","","17","1","16","0","26380","13352","94%","7400","25","f","12977.92","12977.92","787.32","787.32","222.08","565.24","0.0","0.0","0.0","2014-08-22","393.66","2014-10-19","2014-08-21","724","720","14243","18","","0","0","0","0","0","","16","2","2","136981","128183","8011","11","8","8","100","0","0","0","6","40","12","196","17","14200","12","13","89","1"
"19596595","21819346","30750","30750","30750"," 60 months"," 16.99%","764.06","D","D3","JOB SUPERINTENDENT","1 year","MORTGAGE","70000","Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19596595","","credit_card","Credit card refinancing","GILBERT","AZ","0","1","784","100","95","7.59","0","0","2001-08-13 05:00","665","669","0","56","","22","","22","1","6","0","16276","16276","92.5%","15800","13","w","30087.96","30087.96","1528.12","1528.12","662.04","866.08","0.0","0.0","0.0","2014-08-22","764.06","2014-10-19","2014-08-21","729","725","0","6","","0","1","0","0","0","56","6","0","22","317600","299994","49999","5","4","4","92.3","0","0","0","6","154","5","133","22","17600","5","5","0","1"
"19676575","21899317","5000","5000","5000"," 36 months"," 12.49%","167.25","B","B5","Operations manager","10+ years","RENT","52000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19676575","","debt_consolidation","Debt consolidation","Colorado Springs","CO","0","2","226","100","97","8.52","0","0","2002-12-13 04:00","660","664","0","74","","","79","20","1","5","0","10246","10246","92.3%","7500","20","f","4768.38","4768.38","334.5","334.50","231.62","102.88","0.0","0.0","0.0","2014-08-22","167.25","2014-10-19","2014-08-21","669","665","0","9","79","0","1","0","0","0","74","5","0","16","11100","10246","2049","4","3","3","85","0","0","0","10","130","5","138","16","11100","5","5","0","1"
"19686648","21909406","8000","8000","8000"," 36 months"," 12.99%","269.52","C","C1","Assistant Manager","< 1 year","RENT","34000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19686648","","debt_consolidation","Debt consolidation","AUSTIN","TX","0","6","309","100","92.8","15.85","0","0","1992-02-13 04:00","665","669","0","76","","14","76","23","0","9","0","21331","4977","79%","4300","14","w","7632.18","7632.18","539.04","539.04","367.82","171.22","0.0","0.0","0.0","2014-08-22","269.52","2014-10-19","2014-08-21","694","690","20637","6","76","0","0","0","0","0","","9","2","10","26937","21331","2370","5","3","3","92.9","0","0","0","8","268","4","111","23","6300","4","4","320","1"
"19666592","21889348","6425","6425","6425"," 36 months"," 14.99%","222.7","C","C5","MEDICAL ASSISTANT","5 years","RENT","30000","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19666592","","vacation","Vacation","RICHMOND HILL","NY","0","2","1561","25","40","6.84","1","0","2009-10-13 05:00","670","674","1","9","","0","9","19","0","8","0","1802","1802","36%","2600","14","f","6138.34","6138.34","445.4","445.40","286.66","158.74","0.0","0.0","0.0","2014-08-22","222.7","2014-10-19","2014-08-21","619","615","0","12","","0","0","0","0","0","","8","1","12","5000","1802","225","6","4","4","85.7","0","0","0","1","32","7","56","12","5000","7","8","0","1"
"19686618","21909378","15000","15000","15000"," 36 months","  7.12%","463.98","A","A3","MOC Administrator","10+ years","MORTGAGE","63971","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19686618","","debt_consolidation","Debt consolidation","DUPLESSIS","LA","0","0","4887","50","71.3","16.34","0","0","1994-11-13 04:00","660","664","0","","","20","","73","4","10","0","33435","14726","64.3%","17000","27","f","14247.82","14247.82","927.96","927.96","752.18","175.78","0.0","0.0","0.0","2014-08-22","463.98","2014-10-19","2014-08-21","724","720","26695","16","","0","0","0","0","0","","10","0","30","143095","97865","10874","11","4","5","100","0","0","0","7","143","7","235","59","22900","7","8","2086","1"
"19606571","21829318","6000","6000","6000"," 36 months"," 11.67%","198.35","B","B4","driver","5 years","RENT","40000","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19606571","","home_improvement","Home improvement","BRONX","NY","0","4","22290","14.3","13.3","2.55","0","0","2004-08-13 05:00","730","734","1","","97","1","","4","0","10","1","3410","3410","8.6%","25700","22","f","5718.64","5718.64","396.7","396.70","281.36","115.34","0.0","0.0","0.0","2014-08-28","198.35","2014-09-24","2014-08-21","704","700","0","14","","1","0","0","0","0","","10","3","4","39700","3410","341","10","3","7","100","0","0","0","8","118","3","67","4","39700","3","10","0","1"
"19586732","21809474","15000","15000","15000"," 60 months"," 16.29%","367.09","D","D2","Program Manager","10+ years","MORTGAGE","65000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19586732","","debt_consolidation","Debt consolidation","WICHITA","KS","0","4","282","100","95.8","28.77","0","0","2000-09-13 05:00","670","674","1","79","","0","","14","1","15","0","43914","14717","67.2%","6700","22","w","14670.85","14670.85","734.18","734.18","329.15","405.03","0.0","0.0","0.0","2014-08-22","367.09","2014-10-19","2014-08-21","709","705","49468","16","","0","0","0","0","0","","15","1","7","191000","156190","10413","10","7","7","95.5","0","0","0","5","128","12","165","7","21900","12","12","0","1"
"19616705","21839451","18000","18000","18000"," 60 months"," 12.99%","409.47","C","C1","aircraft technician","10+ years","RENT","100000","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19616705","","credit_card","Credit card refinancing","fontana","CA","0","6","14612","0","52.1","22.68","0","0","2000-03-13 04:00","685","689","1","49","","0","61","30","5","10","0","66100","32183","59.6%","30500","35","f","17568.44","17568.44","818.94","818.94","431.56","387.38","0.0","0.0","0.0","2014-08-22","409.47","2014-10-19","2014-08-21","694","690","39970","21","61","0","4","0","0","0","49","10","2","2","93970","66100","6610","12","2","3","88.6","0","0","0","9","154","4","171","23","54000","4","7","0","1"
"19556597","21779342","11200","11200","11200"," 60 months"," 13.98%","260.49","C","C3","Sr. Contracts Coordinator","10+ years","MORTGAGE","75000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19556597","","debt_consolidation","Debt consolidation","Edmond","OK","0","5","3228","100","88.3","29.14","0","0","2002-05-13 05:00","675","679","0","","","14","","17","2","11","0","62178","34036","86.6%","27500","25","f","10938.47","10938.47","520.98","520.98","261.53","259.45","0.0","0.0","0.0","2014-08-28","260.49","2014-09-23","2014-08-21","694","690","36599","11","","0","0","0","0","0","","11","2","7","181719","159000","14455","8","5","5","100","0","0","0","12","145","7","99","11","39300","7","7","0","1"
"19646744","21869478","11125","11125","11125"," 60 months"," 22.15%","308.21","E","E5","Teacher","6 years","MORTGAGE","42280","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19646744","","credit_card","Credit card refinancing","DUNEDIN","FL","0","10","16226","50","31","29.86","2","0","1997-04-13 05:00","670","674","4","16","75","0","16","2","0","30","1","85396","8689","34.8%","23500","45","w","10917.38","10917.38","616.42","616.42","207.62","408.80","0.0","0.0","0.0","2014-08-28","308.21","2014-09-23","2014-08-21","709","705","70749","13","16","1","0","0","0","0","","30","2","2","95749","85396","2945","10","6","8","93.3","0","0","0","32","121","7","206","2","25000","7","10","0","1"
"19576604","21799349","14000","14000","14000"," 36 months","  6.49%","429.03","A","A2","Director of Student Affairs","5 years","RENT","62000","Not Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19576604","","credit_card","Credit card refinancing","Raleigh","NC","0","6","19279","12.5","37.6","22.4","0","0","1992-09-13 05:00","715","719","0","45","","15","45","14","0","19","0","40691","14110","35%","30900","31","w","13291.46","13291.46","858.06","858.06","708.54","149.52","0.0","0.0","0.0","2014-08-22","429.03","2014-10-19","2014-08-21","764","760","32071","23","45","0","0","0","0","0","","19","2","2","73619","40691","2261","10","7","8","96.8","0","0","0","7","261","13","164","2","40300","13","16","0","1"
"19566610","21789356","30000","30000","30000"," 60 months"," 16.29%","734.18","D","D2","Sr Consultant","10+ years","MORTGAGE","130000","Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19566610","","credit_card","Credit card refinancing","LAND O LAKES","FL","0","3","756","100","96.4","19.86","0","0","2000-01-13 04:00","695","699","0","","","","","35","3","14","0","90706","62062","77.5%","20900","27","w","29341.70","29341.70","1468.36","1468.36","658.30","810.06","0.0","0.0","0.0","2014-08-22","734.18","2014-10-19","2014-08-21","729","725","35382","18","","0","0","0","0","0","","14","3","1","231482","182700","13050","6","3","3","100","0","0","0","6","113","11","173","1","80100","11","11","0","1"
"19656605","21879345","10000","10000","10000"," 36 months","  8.39%","315.17","A","A5","Inspector","10+ years","MORTGAGE","40000","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19656605","","credit_card","Credit card refinancing","EAGAN","MN","0","3","2627","50","80.2","12.04","0","0","2002-10-13 05:00","690","694","2","","","0","","38","0","8","0","16104","16104","60.3%","13300","20","w","9507.78","9507.78","630.34","630.34","492.22","138.12","0.0","0.0","0.0","2014-08-22","315.17","2014-10-19","2014-08-21","724","720","0","16","","0","0","0","0","0","","8","1","0","26700","16104","2013","8","2","2","100","0","0","0","4","104","4","140","0","26700","4","8","0","1"
"19616712","21839457","11200","11200","11200"," 60 months"," 18.24%","285.88","D","D5","FSS","10+ years","RENT","48000","Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-19","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19616712","","credit_card","Credit card refinancing","OCALA","FL","0","2","0","100","101.2","3.18","0","0","2005-09-13 05:00","665","669","0","","","","","11","0","2","0","3501","3501","103%","600","4","w","10966.96","10966.96","571.76","571.76","233.04","338.72","0.0","0.0","0.0","2014-08-22","285.88","2014-10-19","2014-09-07","639","635","0","4","","0","0","0","0","0","","2","1","11","3400","3501","1751","3","1","1","100","0","0","0","0","","2","105","11","3400","2","2","0","1"
"19656775","21879508","3800","3800","3800"," 36 months"," 10.99%","124.39","B","B3","","n/a","MORTGAGE","37300","Source Verified","2014-06-14","2014-06-28","2014-06-14","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19656775","","credit_card","Credit card refinancing","FORT LAUDERDALE","FL","0","4","2508","50","70.1","18.92","0","0","1984-08-13 05:00","680","684","1","26","59","2","","10","2","10","1","14268","8529","38.8%","8400","29","w","3620.00","3620.00","248.78","248.78","180.00","68.78","0.0","0.0","0.0","2014-08-28","124.39","2014-09-23","2014-08-21","699","695","12821","19","","1","0","0","0","0","","10","3","10","34821","14268","1585","11","4","5","95.8","0","0","0","5","265","8","358","10","22000","8","9","0","1"
